,Age,Gender,GotPowers,SuperSerum,GotMutation
60654,39,Male,1,0,0
60655,30,Female,1,0,0
60656,47,Female,1,1,0
60657,19,Female,1,0,0
60658,36,Female,1,1,0
60659,40,Male,1,1,0
60660,28,Female,1,1,0
60661,26,Male,1,1,0
60662,47,Male,0,0,0
60663,12,Female,1,1,0
60664,15,Male,1,0,0
60665,27,Male,1,1,0
60666,14,Male,0,0,0
60667,16,Male,1,1,0
60668,27,Male,1,1,0
60669,13,Female,1,0,0
60670,1,Female,1,0,0
60671,20,Male,1,0,0
60672,47,Male,1,0,0
60673,47,Female,1,1,0
60674,50,Male,1,0,0
60675,32,Male,1,0,0
60676,20,Male,1,1,0
60677,27,Male,0,0,0
60678,33,Male,1,0,0
60679,7,Male,0,0,0
60680,22,Female,1,1,1
60681,18,Female,1,0,0
60682,29,Female,1,0,0
60683,42,Male,1,0,0
60684,18,Male,1,1,0
60685,28,Male,1,0,0
60686,8,Male,0,1,0
60687,36,Male,1,0,0
60688,16,Female,1,0,0
60689,45,Male,1,0,0
60690,1,Female,1,1,0
60691,12,Male,1,1,0
60692,13,Male,0,1,0
60693,8,Male,0,1,0
60694,31,Female,1,1,0
60695,4,Male,0,1,0
60696,28,Male,1,1,0
60697,48,Female,1,1,0
60698,38,Female,1,1,0
60699,43,Female,1,1,0
60700,49,Female,1,1,0
60701,5,Male,1,0,0
60702,10,Female,1,0,0
60703,35,Male,1,1,0
60704,24,Male,1,1,0
60705,48,Male,1,1,0
60706,45,Male,1,1,0
60707,6,Male,1,0,0
60708,19,Male,1,1,0
60709,39,Male,1,0,0
60710,7,Male,1,1,0
60711,9,Male,1,0,0
60712,30,Female,1,0,0
60713,19,Female,1,0,0
60714,19,Male,1,1,0
60715,22,Male,1,0,0
60716,1,Female,1,0,0
60717,4,Male,1,1,0
60718,37,Female,1,0,0
60719,36,Male,1,1,0
60720,45,Male,1,0,0
60721,41,Female,1,1,0
60722,1,Male,1,0,0
60723,4,Female,1,0,0
60724,39,Male,1,1,0
60725,12,Male,0,0,0
60726,45,Female,0,0,0
60727,17,Female,1,0,0
60728,7,Male,1,1,0
60729,42,Female,1,1,0
60730,8,Female,0,0,0
60731,3,Female,0,0,0
60732,7,Female,1,0,0
60733,18,Male,1,1,0
60734,50,Female,0,1,0
60735,49,Female,1,0,0
60736,35,Female,1,1,0
60737,30,Male,0,1,0
60738,36,Female,1,1,0
60739,34,Female,1,1,0
60740,2,Male,1,0,0
60741,11,Male,1,1,0
60742,42,Male,1,0,0
60743,41,Male,1,0,0
60744,20,Male,1,1,0
60745,5,Female,1,0,0
60746,7,Male,1,0,0
60747,25,Male,1,0,0
60748,23,Female,1,1,0
60749,13,Male,1,1,0
60750,25,Male,1,1,0
60751,15,Female,1,1,0
60752,9,Female,1,1,0
60753,5,Male,0,0,0
60754,8,Male,1,1,0
60755,7,Female,1,0,0
60756,18,Male,1,1,0
60757,4,Male,1,1,0
60758,17,Male,1,1,0
60759,37,Male,1,0,0
60760,13,Male,1,0,0
60761,44,Male,0,1,0
60762,6,Female,1,0,0
60763,24,Male,0,1,0
60764,24,Male,1,1,0
60765,12,Male,1,0,0
60766,4,Male,1,1,0
60767,14,Male,1,0,0
60768,10,Male,1,0,0
60769,36,Male,1,1,0
60770,29,Female,1,1,0
60771,42,Male,1,1,0
60772,37,Female,0,0,0
60773,1,Female,1,0,0
60774,16,Male,1,0,0
60775,13,Male,1,0,0
60776,6,Male,1,0,0
60777,43,Male,1,1,0
60778,42,Male,1,1,0
60779,30,Male,1,1,0
60780,10,Male,1,0,0
60781,34,Male,1,0,0
60782,6,Female,0,1,0
60783,32,Female,1,0,0
60784,8,Male,1,0,0
60785,21,Male,1,0,0
60786,45,Male,1,1,0
60787,19,Male,1,1,0
60788,6,Female,1,1,0
60789,13,Male,1,1,0
60790,31,Female,0,0,0
60791,4,Male,1,0,0
60792,36,Female,1,1,0
60793,25,Female,1,0,0
60794,34,Male,1,1,0
60795,45,Male,1,1,0
60796,49,Male,1,1,0
60797,6,Male,1,1,0
60798,44,Male,1,1,0
60799,9,Male,1,0,0
60800,36,Male,1,0,0
60801,13,Female,1,0,0
60802,32,Male,1,0,0
60803,28,Male,0,1,0
60804,40,Male,1,1,0
60805,32,Male,1,0,0
60806,37,Male,1,0,0
60807,48,Male,1,0,0
60808,40,Female,1,1,0
60809,4,Male,1,1,0
60810,15,Male,1,1,0
60811,10,Female,1,0,0
60812,46,Female,1,1,0
60813,11,Female,1,0,0
60814,30,Male,1,0,0
60815,12,Male,1,1,0
60816,3,Male,1,0,0
60817,39,Male,1,0,0
60818,22,Male,1,1,0
60819,41,Male,0,0,0
60820,22,Male,1,0,0
60821,30,Male,1,0,0
60822,28,Male,1,1,0
60823,34,Male,1,1,1
60824,11,Male,1,1,0
60825,23,Male,1,1,0
60826,6,Male,1,0,0
60827,30,Male,0,1,0
60828,16,Male,1,1,0
60829,36,Female,1,0,0
60830,33,Male,1,1,0
60831,38,Female,1,1,0
60832,35,Female,1,1,0
60833,41,Male,1,1,0
60834,5,Male,1,0,0
60835,23,Female,1,1,0
60836,10,Female,0,0,0
60837,36,Female,1,1,0
60838,42,Male,1,0,0
60839,5,Male,0,0,0
60840,10,Female,1,1,0
60841,9,Male,1,0,0
60842,5,Male,0,1,0
60843,49,Female,1,1,0
60844,6,Male,1,0,0
60845,1,Female,1,0,0
60846,43,Male,1,0,0
60847,32,Male,0,1,0
60848,37,Male,1,1,0
60849,15,Female,1,0,0
60850,40,Male,1,0,0
60851,12,Female,1,0,0
60852,30,Female,1,0,0
60853,42,Male,1,0,0
60854,43,Male,1,0,0
60855,31,Male,0,1,0
60856,20,Male,1,1,0
60857,26,Female,1,1,0
60858,46,Male,1,0,0
60859,45,Female,1,1,0
60860,12,Male,1,0,0
60861,8,Female,1,0,0
60862,33,Male,1,0,0
60863,20,Male,1,1,0
60864,32,Male,1,1,0
60865,38,Male,1,0,0
60866,7,Male,1,0,0
60867,20,Male,0,1,0
60868,32,Male,1,0,0
60869,7,Male,1,0,0
60870,16,Female,1,0,0
60871,34,Male,1,1,0
60872,22,Male,1,0,0
60873,19,Male,1,0,0
60874,33,Male,0,1,0
60875,47,Female,1,1,0
60876,22,Female,1,1,0
60877,10,Male,1,1,0
60878,40,Male,0,1,0
60879,26,Male,1,0,0
60880,5,Female,1,1,0
60881,8,Male,1,1,0
60882,9,Female,1,0,0
60883,2,Male,1,1,0
60884,17,Male,1,0,0
60885,35,Male,1,1,0
60886,8,Male,1,1,0
60887,8,Male,1,1,0
60888,36,Male,1,1,0
60889,23,Male,1,1,0
60890,29,Male,1,0,0
60891,8,Female,1,0,0
60892,44,Female,1,0,0
60893,15,Male,1,0,0
60894,16,Female,1,1,0
60895,5,Male,1,0,0
60896,11,Male,1,0,0
60897,30,Male,1,1,0
60898,44,Male,1,1,0
60899,8,Female,1,0,0
60900,43,Male,1,0,0
60901,46,Male,1,0,0
60902,32,Female,1,0,0
60903,7,Male,1,1,0
60904,43,Male,1,0,0
60905,8,Male,0,1,0
60906,20,Male,1,1,0
60907,49,Male,1,0,0
60908,26,Male,1,1,0
60909,49,Male,1,0,0
60910,10,Male,1,0,0
60911,33,Male,1,0,0
60912,8,Male,1,1,0
60913,18,Male,1,1,0
60914,18,Male,1,1,0
60915,7,Male,1,0,0
60916,40,Male,1,1,0
60917,45,Female,1,1,0
60918,21,Female,1,0,0
60919,44,Male,1,0,0
60920,18,Male,1,0,0
60921,35,Male,1,0,0
60922,7,Female,1,1,0
60923,5,Male,1,1,0
60924,17,Male,1,1,0
60925,31,Male,1,1,0
60926,16,Male,1,1,0
60927,27,Male,1,0,0
60928,9,Female,0,1,0
60929,39,Male,1,1,0
60930,7,Female,1,0,0
60931,10,Male,1,1,0
60932,31,Female,1,0,0
60933,4,Female,1,0,0
60934,27,Male,1,1,0
60935,48,Female,1,0,0
60936,15,Female,1,0,0
60937,40,Male,1,1,0
60938,37,Male,1,0,0
60939,44,Male,1,1,0
60940,32,Male,1,1,0
60941,11,Male,1,0,0
60942,7,Male,1,0,0
60943,8,Male,0,1,0
60944,37,Male,1,1,0
60945,2,Male,1,1,0
60946,12,Female,1,1,0
60947,43,Male,1,0,0
60948,22,Male,1,0,0
60949,50,Male,1,0,0
60950,7,Female,1,0,0
60951,24,Male,1,0,0
60952,36,Female,1,0,0
60953,45,Male,1,0,0
60954,40,Female,1,1,0
60955,28,Male,1,0,0
60956,36,Female,1,1,0
60957,2,Male,1,1,0
60958,24,Male,0,1,0
60959,25,Male,1,1,0
60960,13,Male,1,0,0
60961,43,Male,1,1,0
60962,34,Male,1,0,0
60963,33,Male,1,1,0
60964,14,Female,1,1,0
60965,50,Male,0,0,0
60966,11,Female,1,1,0
60967,31,Female,1,0,0
60968,40,Male,1,0,0
60969,5,Male,1,0,0
60970,16,Male,1,0,0
60971,40,Male,0,1,0
60972,7,Female,0,0,0
60973,30,Male,1,0,0
60974,16,Female,1,1,0
60975,32,Male,1,1,0
60976,14,Male,1,1,0
60977,41,Female,1,0,0
60978,43,Male,1,0,0
60979,17,Male,1,0,0
60980,26,Female,1,1,0
60981,7,Female,1,0,0
60982,22,Female,1,1,1
60983,18,Female,1,0,0
60984,29,Male,1,1,0
60985,40,Male,1,1,0
60986,32,Male,1,1,0
60987,9,Female,1,0,0
60988,25,Female,1,0,0
60989,26,Female,0,1,0
60990,20,Male,1,1,0
60991,27,Male,1,1,0
60992,42,Female,1,1,0
60993,49,Female,1,1,0
60994,1,Male,1,0,0
60995,30,Male,1,1,0
60996,29,Male,1,1,0
60997,16,Female,1,1,0
60998,26,Female,1,1,0
60999,44,Male,1,0,0
61000,24,Male,0,0,0
61001,12,Male,1,1,0
61002,37,Female,1,1,0
61003,21,Male,0,0,0
61004,8,Male,1,1,0
61005,32,Female,1,1,0
61006,32,Male,0,0,0
61007,2,Male,1,1,0
61008,27,Female,1,1,0
61009,16,Female,1,0,0
61010,21,Male,1,1,0
61011,5,Male,1,1,0
61012,34,Female,0,0,0
61013,37,Male,1,0,0
61014,1,Male,1,1,0
61015,25,Male,1,1,0
61016,50,Male,1,0,0
61017,16,Male,1,1,0
61018,4,Male,1,0,0
61019,1,Male,1,0,0
61020,8,Male,1,0,0
61021,28,Male,1,1,0
61022,13,Male,1,0,0
61023,32,Male,1,0,0
61024,19,Male,1,0,0
61025,32,Male,1,0,0
61026,45,Male,1,0,0
61027,18,Female,1,1,0
61028,21,Female,0,1,0
61029,48,Male,1,1,0
61030,17,Female,1,1,0
61031,46,Male,1,1,0
61032,41,Female,1,1,0
61033,39,Male,1,0,0
61034,46,Male,1,0,0
61035,41,Female,1,0,0
61036,21,Male,1,1,0
61037,35,Male,1,1,0
61038,45,Female,1,1,0
61039,24,Female,0,0,0
61040,47,Female,1,0,0
61041,44,Male,1,0,0
61042,16,Male,1,0,0
61043,8,Male,0,1,0
61044,24,Male,1,0,0
61045,41,Male,0,0,0
61046,26,Male,1,1,0
61047,40,Male,1,0,0
61048,40,Female,1,1,0
61049,19,Male,1,1,0
61050,11,Male,1,0,0
61051,28,Male,1,0,0
61052,42,Female,0,1,0
61053,33,Male,1,1,0
61054,39,Male,1,1,0
61055,23,Male,1,0,0
61056,15,Female,1,1,0
61057,33,Female,1,0,0
61058,24,Male,1,1,0
61059,50,Male,1,0,0
61060,34,Male,1,0,0
61061,18,Male,1,1,0
61062,32,Male,0,0,0
61063,45,Female,1,1,0
61064,37,Female,1,0,0
61065,40,Male,1,1,0
61066,6,Male,1,1,0
61067,22,Male,1,0,0
61068,11,Male,1,0,0
61069,24,Male,1,1,0
61070,44,Female,1,1,0
61071,48,Male,1,1,0
61072,21,Male,1,1,0
61073,14,Male,1,1,0
61074,5,Male,1,0,0
61075,19,Male,1,0,0
61076,20,Female,1,0,0
61077,49,Female,0,1,0
61078,6,Male,1,0,0
61079,19,Male,0,0,0
61080,46,Male,1,1,0
61081,3,Female,1,0,0
61082,8,Male,1,0,0
61083,28,Male,1,0,0
61084,50,Male,1,0,0
61085,4,Male,1,1,0
61086,43,Male,1,0,0
61087,13,Female,1,1,0
61088,10,Male,1,1,0
61089,23,Female,1,0,0
61090,37,Male,1,0,0
61091,11,Female,1,1,0
61092,11,Male,0,1,0
61093,15,Male,1,0,0
61094,29,Male,0,0,0
61095,8,Male,1,0,0
61096,3,Male,1,1,0
61097,12,Male,1,0,0
61098,47,Male,1,0,0
61099,44,Female,1,0,0
61100,38,Male,1,1,0
61101,35,Female,1,0,0
61102,30,Female,1,0,0
61103,13,Male,1,0,0
61104,9,Male,1,0,0
61105,7,Male,1,1,0
61106,28,Male,1,1,0
61107,43,Male,1,0,0
61108,50,Female,1,0,0
61109,42,Male,1,1,0
61110,12,Male,1,1,0
61111,21,Male,1,1,0
61112,43,Female,1,1,0
61113,5,Female,1,0,0
61114,1,Male,1,1,0
61115,16,Female,1,1,0
61116,26,Male,1,1,0
61117,11,Female,1,1,0
61118,26,Female,1,0,0
61119,11,Male,1,1,0
61120,33,Male,1,0,0
61121,39,Male,1,1,0
61122,23,Male,1,1,0
61123,49,Male,1,1,0
61124,22,Male,0,0,0
61125,12,Female,1,0,0
61126,23,Male,1,1,0
61127,27,Male,1,1,0
61128,11,Female,1,1,0
61129,46,Female,1,0,0
61130,29,Female,1,0,0
61131,34,Female,1,0,0
61132,4,Female,1,0,0
61133,37,Male,1,1,0
61134,45,Female,1,1,0
61135,25,Male,1,0,0
61136,25,Male,1,0,0
61137,17,Male,1,1,0
61138,45,Male,1,0,0
61139,6,Male,1,1,0
61140,46,Female,1,0,0
61141,16,Male,1,1,0
61142,14,Male,1,1,0
61143,12,Male,1,1,0
61144,46,Female,1,0,0
61145,9,Male,1,0,0
61146,14,Male,0,1,0
61147,6,Male,1,0,0
61148,7,Male,1,1,0
61149,31,Male,1,0,0
61150,1,Male,1,1,0
61151,18,Female,1,0,0
61152,20,Female,1,1,1
61153,19,Female,1,0,0
61154,2,Male,1,0,0
61155,40,Male,1,1,0
61156,40,Male,1,0,0
61157,12,Male,1,1,0
61158,14,Male,1,0,0
61159,44,Male,1,1,0
61160,18,Male,1,1,0
61161,20,Male,1,1,0
61162,42,Male,1,1,0
61163,42,Female,1,1,0
61164,3,Male,1,1,0
61165,16,Female,1,0,0
61166,17,Male,1,1,0
61167,9,Male,1,0,0
61168,46,Female,1,0,0
61169,25,Female,1,0,0
61170,16,Male,1,0,0
61171,37,Male,1,1,0
61172,17,Male,1,1,0
61173,21,Male,1,1,0
61174,48,Female,0,1,0
61175,25,Male,1,1,0
61176,29,Female,1,1,0
61177,26,Female,1,0,0
61178,24,Male,1,1,0
61179,50,Female,1,0,0
61180,8,Male,1,0,0
61181,12,Male,1,1,0
61182,15,Male,1,0,0
61183,20,Male,1,1,0
61184,6,Male,0,1,0
61185,39,Male,1,1,0
61186,15,Male,1,1,0
61187,35,Male,1,0,0
61188,7,Male,1,1,0
61189,3,Male,1,1,0
61190,41,Male,1,1,0
61191,19,Male,1,1,0
61192,1,Male,1,0,0
61193,47,Male,1,1,0
61194,40,Male,1,0,0
61195,4,Female,1,0,0
61196,3,Female,1,0,0
61197,35,Female,1,0,0
61198,12,Male,1,1,0
61199,31,Male,1,0,0
61200,42,Male,1,1,0
61201,41,Male,1,1,0
61202,11,Male,1,0,0
61203,46,Male,1,0,0
61204,41,Female,1,0,0
61205,34,Female,1,1,0
61206,35,Male,1,1,0
61207,10,Female,1,0,0
61208,18,Male,1,1,0
61209,34,Male,1,1,0
61210,33,Male,1,0,0
61211,6,Female,1,0,0
61212,11,Male,1,1,0
61213,8,Male,1,1,0
61214,3,Male,1,1,0
61215,27,Male,1,0,0
61216,13,Male,1,1,0
61217,6,Male,1,0,0
61218,22,Female,1,1,1
61219,17,Female,1,0,0
61220,12,Male,1,0,0
61221,46,Male,1,0,0
61222,6,Male,1,0,0
61223,34,Male,1,1,0
61224,47,Female,1,1,0
61225,9,Male,1,1,0
61226,1,Male,1,0,0
61227,18,Male,1,0,0
61228,8,Male,1,0,0
61229,20,Male,1,0,0
61230,17,Male,1,1,0
61231,15,Female,1,0,0
61232,20,Female,1,0,0
61233,30,Male,1,1,0
61234,15,Male,1,1,0
61235,35,Male,1,0,0
61236,4,Female,1,0,0
61237,32,Female,1,0,0
61238,36,Female,0,0,0
61239,35,Female,1,0,0
61240,35,Female,1,0,0
61241,21,Male,1,0,0
61242,26,Female,1,1,0
61243,26,Female,1,1,0
61244,4,Male,1,0,0
61245,10,Female,1,0,0
61246,30,Male,1,1,0
61247,23,Female,0,0,0
61248,24,Male,0,1,0
61249,46,Male,1,1,0
61250,25,Male,1,1,0
61251,22,Male,1,0,0
61252,40,Male,1,1,0
61253,12,Male,1,0,0
61254,15,Male,1,1,0
61255,3,Male,1,1,0
61256,42,Male,1,1,0
61257,31,Male,1,1,0
61258,46,Female,0,1,0
61259,12,Male,1,0,0
61260,30,Male,1,0,0
61261,23,Male,1,1,0
61262,44,Male,0,0,0
61263,37,Male,1,0,0
61264,24,Female,1,1,1
61265,12,Female,1,0,0
61266,46,Male,1,0,0
61267,13,Female,1,0,0
61268,40,Female,1,0,0
61269,1,Male,1,0,0
61270,15,Male,1,0,0
61271,38,Male,1,0,0
61272,33,Female,1,1,0
61273,10,Male,1,0,0
61274,29,Male,1,1,0
61275,42,Male,1,0,0
61276,43,Male,1,1,0
61277,41,Female,0,0,0
61278,22,Female,1,1,1
61279,30,Male,1,1,0
61280,14,Male,1,0,0
61281,28,Female,1,1,0
61282,11,Male,1,1,0
61283,49,Female,1,1,0
61284,10,Female,1,1,0
61285,13,Male,1,0,0
61286,11,Male,1,0,0
61287,40,Female,0,0,0
61288,44,Female,1,1,0
61289,33,Male,0,0,0
61290,11,Male,1,0,0
61291,29,Male,1,0,0
61292,28,Male,1,0,0
61293,8,Male,1,0,0
61294,40,Male,1,0,0
61295,50,Female,0,1,0
61296,43,Female,1,1,0
61297,4,Male,1,1,0
61298,29,Female,1,0,0
61299,35,Male,1,1,0
61300,23,Male,1,0,0
61301,24,Male,1,0,0
61302,30,Male,1,1,0
61303,37,Female,1,1,0
61304,17,Female,1,0,0
61305,45,Male,1,0,0
61306,7,Female,1,1,0
61307,44,Male,1,0,0
61308,37,Female,1,0,0
61309,47,Male,1,1,0
61310,28,Female,1,0,0
61311,29,Male,1,1,0
61312,37,Female,1,0,0
61313,47,Female,1,0,0
61314,21,Female,1,1,0
61315,23,Male,1,1,0
61316,10,Female,1,1,0
61317,23,Male,1,1,0
61318,35,Male,1,1,0
61319,25,Male,1,0,0
61320,8,Female,1,1,0
61321,19,Male,1,1,0
61322,14,Female,1,1,0
61323,45,Male,1,1,0
61324,4,Male,1,1,0
61325,13,Male,1,0,0
61326,38,Male,1,1,0
61327,29,Male,0,1,0
61328,4,Male,1,1,0
61329,36,Male,1,0,0
61330,13,Male,1,1,0
61331,45,Male,1,1,0
61332,32,Male,1,0,0
61333,20,Male,1,1,0
61334,2,Female,1,1,0
61335,7,Male,1,1,0
61336,26,Male,1,0,0
61337,38,Male,1,1,0
61338,4,Male,1,1,0
61339,2,Male,1,1,0
61340,20,Female,1,1,0
61341,26,Male,0,0,0
61342,22,Male,1,0,0
61343,15,Male,0,1,0
61344,35,Male,0,0,0
61345,28,Male,1,0,0
61346,48,Male,1,0,0
61347,45,Male,0,1,0
61348,20,Male,1,0,0
61349,16,Male,1,1,0
61350,13,Male,1,1,0
61351,27,Male,1,0,0
61352,23,Female,1,1,1
61353,9,Male,1,1,0
61354,2,Female,1,1,0
61355,41,Female,1,1,0
61356,37,Female,0,0,0
61357,14,Male,1,0,0
61358,20,Female,1,1,0
61359,2,Male,0,0,0
61360,1,Male,1,1,0
61361,39,Male,1,0,0
61362,47,Female,1,1,0
61363,35,Male,1,0,0
61364,25,Male,1,0,0
61365,21,Male,1,0,0
61366,9,Male,1,1,0
61367,31,Female,1,1,0
61368,12,Male,1,1,0
61369,49,Male,0,1,0
61370,21,Male,1,1,0
61371,27,Male,1,1,0
61372,49,Female,1,0,0
61373,22,Male,1,1,0
61374,42,Male,1,1,0
61375,39,Female,1,1,0
61376,11,Male,1,0,0
61377,27,Male,1,1,0
61378,37,Male,1,1,0
61379,31,Male,1,1,0
61380,17,Female,1,1,0
61381,2,Male,1,0,0
61382,12,Male,1,1,0
61383,8,Male,1,1,0
61384,32,Male,1,1,0
61385,29,Female,1,1,0
61386,7,Male,1,0,0
61387,42,Male,1,0,0
61388,22,Male,1,0,0
61389,34,Male,1,1,0
61390,1,Female,1,0,0
61391,33,Male,1,0,0
61392,41,Male,1,0,0
61393,22,Male,0,0,0
61394,34,Male,1,0,0
61395,19,Female,1,0,0
61396,7,Male,1,1,0
61397,7,Male,1,0,0
61398,28,Male,1,1,0
61399,46,Male,1,0,0
61400,39,Male,1,0,0
61401,13,Male,1,0,0
61402,36,Male,1,0,0
61403,46,Female,1,0,0
61404,49,Female,1,0,0
61405,18,Male,1,1,0
61406,26,Female,1,0,0
61407,11,Female,1,1,0
61408,18,Male,0,1,0
61409,2,Male,1,0,0
61410,32,Male,1,0,0
61411,8,Male,1,1,0
61412,34,Female,1,1,0
61413,35,Female,0,1,0
61414,28,Male,1,1,0
61415,48,Male,0,1,0
61416,17,Male,1,1,0
61417,8,Female,1,1,0
61418,40,Male,1,0,0
61419,8,Male,1,0,0
61420,2,Male,0,0,0
61421,33,Male,1,0,0
61422,17,Female,1,1,0
61423,36,Male,0,1,0
61424,12,Male,1,0,0
61425,18,Female,1,0,0
61426,45,Male,1,1,0
61427,34,Male,1,0,0
61428,31,Male,1,1,0
61429,4,Male,1,0,0
61430,34,Male,0,0,0
61431,9,Male,1,0,0
61432,13,Female,1,1,0
61433,48,Male,1,0,0
61434,3,Female,1,1,0
61435,35,Male,1,0,0
61436,3,Female,1,1,0
61437,38,Male,1,1,0
61438,35,Male,1,0,0
61439,24,Male,1,0,0
61440,7,Male,1,0,0
61441,49,Female,1,1,0
61442,16,Female,1,1,0
61443,49,Male,1,1,0
61444,13,Male,1,0,0
61445,28,Male,0,1,0
61446,34,Male,1,1,0
61447,47,Male,1,1,0
61448,1,Male,1,0,0
61449,46,Male,1,1,0
61450,23,Female,1,1,0
61451,45,Male,1,1,0
61452,28,Female,1,1,0
61453,40,Male,1,0,0
61454,47,Female,1,1,0
61455,40,Male,1,0,0
61456,22,Male,1,0,0
61457,16,Male,1,1,0
61458,34,Male,1,1,0
61459,27,Male,1,0,0
61460,11,Female,0,0,0
61461,16,Female,1,0,0
61462,36,Male,1,1,0
61463,45,Male,0,1,0
61464,46,Female,1,0,0
61465,20,Female,1,1,1
61466,46,Male,1,1,0
61467,41,Male,1,0,0
61468,38,Male,1,1,0
61469,26,Male,1,0,0
61470,8,Male,1,1,0
61471,29,Male,1,1,0
61472,39,Male,1,1,0
61473,18,Male,1,0,0
61474,36,Male,0,0,0
61475,27,Male,1,1,0
61476,20,Male,1,0,0
61477,6,Male,0,0,0
61478,29,Male,1,1,0
61479,47,Male,1,0,0
61480,9,Male,1,1,1
61481,9,Male,1,1,0
61482,45,Male,1,1,0
61483,14,Male,1,0,0
61484,47,Male,1,1,0
61485,37,Male,1,1,0
61486,10,Male,1,0,0
61487,19,Female,1,0,0
61488,24,Male,1,0,0
61489,41,Male,0,0,0
61490,46,Male,1,1,0
61491,4,Male,1,0,0
61492,37,Female,1,0,0
61493,44,Male,1,0,0
61494,7,Female,1,1,0
61495,18,Male,1,1,0
61496,22,Male,1,1,0
61497,2,Male,1,1,0
61498,8,Female,1,1,0
61499,34,Male,1,0,0
61500,48,Male,1,1,0
61501,35,Male,1,0,0
61502,27,Male,1,0,0
61503,12,Male,1,0,0
61504,37,Male,0,0,0
61505,41,Male,1,0,0
61506,6,Male,0,1,0
61507,4,Female,1,0,0
61508,12,Female,1,1,0
61509,3,Female,1,1,0
61510,39,Male,1,0,0
61511,23,Male,1,0,0
61512,41,Female,1,1,0
61513,7,Male,0,0,0
61514,8,Male,1,1,0
61515,15,Male,0,0,0
61516,2,Male,0,0,0
61517,33,Male,1,0,0
61518,9,Male,1,1,0
61519,36,Male,1,1,0
61520,5,Male,1,0,0
61521,19,Male,1,1,0
61522,25,Male,1,1,0
61523,2,Male,1,0,0
61524,19,Male,1,0,0
61525,12,Male,1,1,0
61526,24,Male,1,0,0
61527,1,Male,1,0,0
61528,31,Male,1,1,0
61529,39,Male,1,0,0
61530,18,Female,0,0,0
61531,42,Male,1,0,0
61532,33,Male,1,1,0
61533,23,Male,1,0,0
61534,13,Male,1,1,0
61535,30,Male,1,0,0
61536,49,Female,1,0,0
61537,19,Male,1,1,0
61538,32,Male,1,1,0
61539,34,Female,1,1,0
61540,31,Male,1,1,0
61541,19,Male,0,1,0
61542,3,Male,1,0,0
61543,15,Female,1,1,0
61544,17,Male,1,1,0
61545,27,Male,1,1,0
61546,6,Male,0,0,0
61547,28,Male,1,0,0
61548,8,Male,0,1,0
61549,50,Female,1,1,0
61550,47,Male,1,1,0
61551,31,Male,1,1,0
61552,43,Male,1,0,0
61553,4,Female,1,0,0
61554,12,Male,1,1,0
61555,26,Female,1,0,0
61556,14,Female,1,0,0
61557,15,Male,1,0,0
61558,49,Male,0,1,0
61559,18,Female,1,0,0
61560,14,Male,1,0,0
61561,25,Male,1,0,0
61562,19,Male,0,1,0
61563,26,Male,1,1,0
61564,16,Female,1,0,0
61565,22,Female,1,0,0
61566,21,Male,1,0,0
61567,42,Male,0,0,0
61568,30,Male,1,0,0
61569,3,Female,1,1,0
61570,19,Female,1,1,0
61571,38,Male,1,1,0
61572,40,Male,1,1,0
61573,3,Male,1,0,0
61574,38,Female,1,1,0
61575,14,Female,1,0,0
61576,19,Male,1,1,0
61577,29,Male,1,0,0
61578,20,Male,0,0,0
61579,12,Male,1,0,0
61580,12,Male,1,1,0
61581,46,Female,0,0,0
61582,50,Male,1,1,0
61583,41,Female,1,0,0
61584,27,Male,1,1,0
61585,29,Female,0,1,0
61586,21,Male,1,0,0
61587,44,Female,1,1,0
61588,40,Male,1,0,0
61589,15,Male,1,1,0
61590,48,Male,1,1,0
61591,6,Male,1,1,0
61592,47,Male,1,0,0
61593,43,Male,1,1,0
61594,23,Male,1,1,0
61595,48,Female,1,1,0
61596,34,Male,1,0,0
61597,42,Male,1,1,0
61598,27,Female,1,0,0
61599,39,Male,1,0,0
61600,8,Male,1,1,0
61601,50,Male,1,0,0
61602,13,Male,1,0,0
61603,33,Male,1,0,0
61604,7,Male,1,0,0
61605,28,Male,0,0,0
61606,21,Male,1,0,0
61607,28,Male,1,1,0
61608,39,Male,1,1,0
61609,21,Female,1,1,0
61610,15,Male,1,0,0
61611,20,Male,1,0,0
61612,17,Male,1,1,0
61613,5,Male,1,1,0
61614,43,Female,1,1,0
61615,42,Male,1,0,0
61616,33,Male,1,1,0
61617,12,Male,1,0,0
61618,50,Male,0,1,0
61619,37,Male,1,0,0
61620,26,Female,1,0,0
61621,38,Female,1,0,0
61622,37,Female,1,1,0
61623,25,Male,1,1,0
61624,50,Male,1,1,0
61625,22,Female,1,1,1
61626,13,Male,1,0,0
61627,8,Male,1,1,0
61628,45,Male,1,0,0
61629,17,Female,1,1,0
61630,16,Male,1,0,0
61631,44,Male,1,0,0
61632,41,Male,1,1,0
61633,21,Male,1,1,0
61634,24,Female,1,0,0
61635,22,Male,1,1,0
61636,43,Male,1,0,0
61637,4,Male,1,1,0
61638,17,Male,1,1,0
61639,33,Female,1,0,0
61640,5,Male,1,0,0
61641,47,Male,1,1,0
61642,37,Male,1,1,0
61643,41,Male,0,0,0
61644,41,Female,1,1,0
61645,31,Female,1,1,0
61646,21,Female,0,0,0
61647,14,Female,1,0,0
61648,3,Female,1,1,0
61649,34,Male,0,0,0
61650,38,Male,0,0,0
61651,49,Female,1,1,0
