,Date,Location,Type,Suspect_In_Custody,Weapon_Involved
5807,2021-03-21,Urban,Theft,No,True
5808,2021-03-21,Suburban,Murder,No,True
5809,2021-03-21,Rural,Murder,No,True
5810,2021-03-21,Rural,Theft,No,True
5811,2021-03-21,Urban,Car theft,No,False
5812,2021-03-21,Urban,Theft,No,True
5813,2021-03-21,Urban,Theft,No,True
5814,2021-03-21,Urban,Speeding,No,False
5815,2021-03-21,Suburban,Speeding,No,False
5816,2021-03-21,Urban,Speeding,No,False
5817,2021-03-21,Rural,Car theft,No,False
5818,2021-03-21,Rural,Murder,No,True
5819,2021-03-21,Suburban,Speeding,No,False
5820,2021-03-21,Urban,Speeding,No,False
5821,2021-03-21,Rural,Speeding,No,False
5822,2021-03-21,Urban,Theft,No,True
5823,2021-03-21,Urban,Speeding,No,False
5824,2021-03-21,Suburban,Speeding,No,False
5825,2021-03-21,Suburban,Speeding,No,False
5826,2021-03-21,Suburban,Car theft,No,False
5827,2021-03-21,Rural,Murder,No,True
5828,2021-03-21,Urban,Theft,No,True
5829,2021-03-21,Suburban,Speeding,No,False
5830,2021-03-21,Urban,Murder,No,True
5831,2021-03-21,Urban,Murder,No,True
5832,2021-03-21,Urban,Speeding,No,False
5833,2021-03-21,Suburban,Theft,No,True
5834,2021-03-21,Rural,Murder,No,True
5835,2021-03-21,Rural,Car theft,No,False
5836,2021-03-21,Rural,Speeding,No,False
5837,2021-03-21,Rural,Murder,No,True
5838,2021-03-21,Urban,Murder,No,True
5839,2021-03-21,Urban,Speeding,No,False
5840,2021-03-21,Urban,Theft,No,True
5841,2021-03-21,Suburban,Murder,No,True
5842,2021-03-21,Urban,Murder,No,True
5843,2021-03-21,Urban,Murder,No,True
5844,2021-03-21,Urban,Car theft,No,False
5845,2021-03-21,Rural,Murder,No,True
5846,2021-03-21,Urban,Murder,No,True
5847,2021-03-21,Urban,Murder,No,True
5848,2021-03-21,Suburban,Murder,No,True
5849,2021-03-21,Rural,Speeding,No,False
5850,2021-03-21,Suburban,Murder,No,True
5851,2021-03-21,Suburban,Theft,No,True
5852,2021-03-21,Suburban,Car theft,No,False
5853,2021-03-21,Suburban,Murder,No,True
5854,2021-03-21,Suburban,Speeding,No,False
5855,2021-03-21,Urban,Car theft,No,False
5856,2021-03-21,Urban,Murder,No,True
5857,2021-03-21,Urban,Car theft,No,False
5858,2021-03-21,Urban,Speeding,No,False
5859,2021-03-21,Urban,Theft,No,True
5860,2021-03-21,Urban,Murder,No,True
5861,2021-03-21,Urban,Speeding,No,False
5862,2021-03-21,Rural,Speeding,No,False
5863,2021-03-21,Urban,Car theft,No,False
5864,2021-03-21,Urban,Speeding,No,False
5865,2021-03-21,Rural,Murder,No,True
5866,2021-03-21,Suburban,Murder,No,True
5867,2021-03-21,Urban,Murder,No,True
5868,2021-03-21,Suburban,Theft,No,True
5869,2021-03-21,Suburban,Murder,No,True
5870,2021-03-21,Suburban,Speeding,No,False
5871,2021-03-21,Suburban,Jaywalking,No,False
5872,2021-03-21,Suburban,Jaywalking,No,False
5873,2021-03-21,Urban,Murder,No,True
5874,2021-03-21,Urban,Murder,No,True
5875,2021-03-21,Urban,Speeding,No,False
5876,2021-03-21,Rural,Car theft,No,False
5877,2021-03-21,Urban,Murder,No,True
5878,2021-03-21,Suburban,Speeding,No,False
5879,2021-03-21,Urban,Speeding,No,False
5880,2021-03-21,Urban,Murder,No,True
5881,2021-03-21,Rural,Murder,No,True
5882,2021-03-21,Suburban,Theft,No,True
5883,2021-03-21,Suburban,Murder,No,True
5884,2021-03-21,Suburban,Speeding,No,False
5885,2021-03-21,Rural,Theft,No,True
5886,2021-03-21,Rural,Theft,No,True
5887,2021-03-21,Suburban,Murder,No,True
5888,2021-03-21,Rural,Murder,No,True
5889,2021-03-21,Urban,Speeding,No,False
5890,2021-03-21,Suburban,Murder,No,True
5891,2021-03-21,Rural,Car theft,No,False
5892,2021-03-21,Urban,Murder,No,True
5893,2021-03-21,Suburban,Speeding,No,False
5894,2021-03-21,Urban,Speeding,No,False
5895,2021-03-21,Urban,Speeding,No,False
5896,2021-03-21,Urban,Theft,No,True
5897,2021-03-21,Urban,Car theft,No,False
5898,2021-03-21,Urban,Murder,No,True
5899,2021-03-21,Rural,Speeding,No,False
5900,2021-03-21,Rural,Theft,No,True
5901,2021-03-21,Suburban,Theft,No,True
5902,2021-03-21,Rural,Murder,No,True
5903,2021-03-21,Suburban,Speeding,No,False
5904,2021-03-21,Urban,Murder,No,True
5905,2021-03-21,Rural,Theft,No,True
5906,2021-03-21,Suburban,Theft,No,True
5907,2021-03-21,Urban,Murder,No,True
5908,2021-03-21,Urban,Theft,No,True
5909,2021-03-21,Urban,Speeding,No,False
5910,2021-03-21,Suburban,Car theft,No,False
5911,2021-03-21,Urban,Speeding,No,False
5912,2021-03-21,Urban,Murder,No,True
5913,2021-03-21,Urban,Murder,No,True
5914,2021-03-21,Urban,Theft,No,True
5915,2021-03-21,Suburban,Theft,No,True
5916,2021-03-21,Urban,Murder,No,True
5917,2021-03-21,Rural,Speeding,No,False
5918,2021-03-21,Urban,Theft,No,True
5919,2021-03-21,Suburban,Jaywalking,No,False
5920,2021-03-21,Suburban,Car theft,No,False
5921,2021-03-21,Urban,Murder,No,True
5922,2021-03-21,Suburban,Murder,No,True
5923,2021-03-21,Urban,Murder,No,True
5924,2021-03-21,Rural,Speeding,No,False
5925,2021-03-21,Urban,Speeding,No,False
5926,2021-03-21,Urban,Murder,No,True
5927,2021-03-21,Suburban,Murder,No,True
5928,2021-03-21,Suburban,Murder,No,True
5929,2021-03-21,Urban,Car theft,No,False
5930,2021-03-21,Urban,Speeding,No,False
5931,2021-03-21,Urban,Murder,No,True
5932,2021-03-21,Rural,Murder,No,True
5933,2021-03-21,Urban,Theft,No,True
5934,2021-03-21,Urban,Murder,No,True
5935,2021-03-21,Suburban,Theft,No,True
5936,2021-03-21,Urban,Speeding,No,False
5937,2021-03-21,Rural,Car theft,No,False
5938,2021-03-21,Suburban,Speeding,No,False
5939,2021-03-21,Urban,Theft,No,True
5940,2021-03-21,Rural,Theft,No,True
5941,2021-03-21,Urban,Theft,No,True
5942,2021-03-21,Suburban,Murder,No,True
5943,2021-03-21,Urban,Speeding,No,False
5944,2021-03-21,Suburban,Theft,No,True
5945,2021-03-21,Suburban,Speeding,No,False
5946,2021-03-21,Suburban,Theft,No,True
5947,2021-03-21,Rural,Murder,No,True
5948,2021-03-21,Urban,Murder,No,True
5949,2021-03-21,Urban,Speeding,No,False
5950,2021-03-21,Urban,Speeding,No,False
5951,2021-03-21,Suburban,Blackmail,No,False
5952,2021-03-21,Urban,Murder,No,True
5953,2021-03-21,Urban,Speeding,No,False
5954,2021-03-21,Rural,Murder,No,True
5955,2021-03-21,Urban,Speeding,No,False
5956,2021-03-21,Urban,Theft,No,True
5957,2021-03-21,Suburban,Speeding,No,False
5958,2021-03-21,Urban,Murder,No,True
5959,2021-03-21,Urban,Speeding,No,False
5960,2021-03-21,Suburban,Speeding,No,False
5961,2021-03-21,Urban,Murder,No,True
5962,2021-03-21,Suburban,Speeding,No,False
5963,2021-03-21,Suburban,Murder,No,True
5964,2021-03-21,Urban,Murder,No,True
5965,2021-03-21,Urban,Murder,No,True
5966,2021-03-21,Suburban,Speeding,No,False
5967,2021-03-21,Urban,Theft,No,True
5968,2021-03-21,Urban,Speeding,No,False
5969,2021-03-21,Urban,Car theft,No,False
5970,2021-03-21,Suburban,Speeding,No,False
5971,2021-03-21,Rural,Murder,No,True
5972,2021-03-21,Rural,Speeding,No,False
5973,2021-03-21,Rural,Theft,No,True
5974,2021-03-21,Suburban,Murder,No,True
5975,2021-03-21,Urban,Murder,No,True
5976,2021-03-21,Urban,Murder,No,True
5977,2021-03-21,Suburban,Speeding,No,False
5978,2021-03-21,Urban,Murder,No,True
5979,2021-03-21,Urban,Murder,No,True
5980,2021-03-21,Rural,Theft,No,True
5981,2021-03-21,Rural,Murder,No,True
5982,2021-03-21,Urban,Speeding,No,False
5983,2021-03-21,Urban,Murder,No,True
5984,2021-03-21,Urban,Murder,No,True
5985,2021-03-21,Rural,Theft,No,True
5986,2021-03-21,Urban,Murder,No,True
5987,2021-03-21,Urban,Speeding,No,False
5988,2021-03-21,Urban,Theft,No,True
5989,2021-03-21,Urban,Murder,No,True
5990,2021-03-21,Urban,Theft,No,True
5991,2021-03-21,Urban,Car theft,No,False
5992,2021-03-21,Urban,Speeding,No,False
5993,2021-03-21,Urban,Speeding,No,False
5994,2021-03-21,Suburban,Speeding,No,False
5995,2021-03-21,Urban,Murder,No,True
5996,2021-03-21,Urban,Speeding,No,False
5997,2021-03-21,Suburban,Murder,No,True
5998,2021-03-21,Urban,Speeding,No,False
5999,2021-03-21,Urban,Theft,No,True
6000,2021-03-21,Urban,Theft,No,True
6001,2021-03-21,Urban,Murder,No,True
6002,2021-03-21,Rural,Murder,No,True
6003,2021-03-21,Rural,Car theft,No,False
6004,2021-03-21,Urban,Theft,No,True
6005,2021-03-21,Suburban,Murder,No,True
6006,2021-03-21,Urban,Car theft,No,False
6007,2021-03-21,Suburban,Theft,No,True
6008,2021-03-21,Urban,Car theft,No,False
6009,2021-03-21,Urban,Speeding,No,False
6010,2021-03-21,Suburban,Murder,No,True
6011,2021-03-21,Suburban,Theft,No,True
6012,2021-03-21,Urban,Theft,No,True
6013,2021-03-21,Urban,Theft,No,True
6014,2021-03-21,Suburban,Murder,No,True
6015,2021-03-21,Suburban,Theft,No,True
6016,2021-03-21,Suburban,Speeding,No,False
6017,2021-03-21,Suburban,Speeding,No,False
6018,2021-03-21,Urban,Speeding,No,False
6019,2021-03-21,Suburban,Speeding,No,False
6020,2021-03-21,Suburban,Murder,No,True
6021,2021-03-21,Urban,Speeding,No,False
6022,2021-03-21,Rural,Murder,No,True
6023,2021-03-21,Urban,Murder,No,True
6024,2021-03-21,Suburban,Speeding,No,False
6025,2021-03-21,Suburban,Car theft,No,False
6026,2021-03-21,Rural,Murder,No,True
6027,2021-03-21,Rural,Speeding,No,False
6028,2021-03-21,Urban,Murder,No,True
6029,2021-03-21,Urban,Theft,No,True
6030,2021-03-21,Urban,Car theft,No,False
6031,2021-03-21,Urban,Speeding,No,False
6032,2021-03-21,Rural,Speeding,No,False
6033,2021-03-21,Urban,Murder,No,True
6034,2021-03-21,Urban,Speeding,No,False
6035,2021-03-21,Urban,Murder,No,True
6036,2021-03-21,Suburban,Murder,No,True
6037,2021-03-21,Suburban,Theft,No,True
6038,2021-03-21,Rural,Speeding,No,False
6039,2021-03-21,Rural,Speeding,No,False
6040,2021-03-21,Urban,Theft,No,True
6041,2021-03-21,Suburban,Murder,No,True
6042,2021-03-21,Suburban,Murder,No,False
6043,2021-03-21,Urban,Murder,No,True
6044,2021-03-21,Rural,Murder,No,True
6045,2021-03-21,Urban,Murder,No,True
6046,2021-03-21,Rural,Theft,No,True
6047,2021-03-21,Urban,Murder,No,True
6048,2021-03-21,Rural,Murder,No,True
6049,2021-03-21,Urban,Car theft,No,False
6050,2021-03-21,Urban,Murder,No,True
6051,2021-03-21,Urban,Theft,No,True
6052,2021-03-21,Suburban,Theft,No,True
6053,2021-03-21,Rural,Theft,No,True
6054,2021-03-21,Suburban,Murder,No,True
6055,2021-03-21,Suburban,Theft,No,True
6056,2021-03-21,Urban,Speeding,No,False
6057,2021-03-21,Suburban,Theft,No,True
6058,2021-03-21,Rural,Speeding,No,False
6059,2021-03-21,Urban,Speeding,No,False
6060,2021-03-21,Suburban,Theft,No,True
6061,2021-03-21,Urban,Murder,No,True
6062,2021-03-21,Suburban,Speeding,No,False
6063,2021-03-21,Urban,Murder,No,True
6064,2021-03-21,Rural,Car theft,No,False
6065,2021-03-21,Urban,Speeding,No,False
6066,2021-03-21,Suburban,Theft,No,True
6067,2021-03-21,Urban,Speeding,No,False
6068,2021-03-21,Rural,Theft,No,True
6069,2021-03-21,Urban,Murder,No,True
6070,2021-03-21,Suburban,Speeding,No,False
6071,2021-03-21,Suburban,Theft,No,True
6072,2021-03-21,Suburban,Car theft,No,False
6073,2021-03-21,Suburban,Car theft,No,False
6074,2021-03-21,Urban,Theft,No,True
6075,2021-03-21,Rural,Speeding,No,False
6076,2021-03-21,Urban,Speeding,No,False
6077,2021-03-21,Rural,Murder,No,True
6078,2021-03-21,Rural,Murder,No,True
6079,2021-03-21,Rural,Theft,No,True
6080,2021-03-21,Suburban,Murder,No,True
6081,2021-03-21,Suburban,Car theft,No,False
6082,2021-03-21,Suburban,Speeding,No,False
6083,2021-03-21,Urban,Murder,No,True
6084,2021-03-21,Urban,Murder,No,True
6085,2021-03-21,Urban,Murder,No,True
6086,2021-03-21,Suburban,Theft,No,True
6087,2021-03-21,Suburban,Murder,No,True
6088,2021-03-21,Urban,Speeding,No,False
6089,2021-03-21,Urban,Speeding,No,False
6090,2021-03-21,Urban,Jaywalking,No,False
6091,2021-03-21,Rural,Fraud,No,False
6092,2021-03-21,Rural,Speeding,No,False
6093,2021-03-21,Urban,Murder,No,True
6094,2021-03-21,Urban,Speeding,No,False
6095,2021-03-21,Suburban,Murder,No,True
6096,2021-03-21,Suburban,Speeding,No,False
6097,2021-03-21,Suburban,Speeding,No,False
6098,2021-03-21,Urban,Car theft,No,False
6099,2021-03-21,Urban,Murder,No,True
6100,2021-03-21,Suburban,Speeding,No,False
6101,2021-03-21,Urban,Murder,No,True
6102,2021-03-21,Urban,Murder,No,True
6103,2021-03-21,Rural,Murder,No,True
6104,2021-03-21,Rural,Murder,No,True
6105,2021-03-21,Rural,Car theft,No,False
6106,2021-03-21,Urban,Murder,No,True
6107,2021-03-21,Rural,Theft,No,True
6108,2021-03-21,Urban,Speeding,No,False
6109,2021-03-21,Suburban,Theft,No,True
6110,2021-03-21,Urban,Murder,No,True
6111,2021-03-21,Urban,Murder,No,True
6112,2021-03-21,Urban,Murder,No,True
6113,2021-03-21,Urban,Theft,No,True
6114,2021-03-21,Rural,Murder,No,True
6115,2021-03-21,Suburban,Murder,No,True
6116,2021-03-21,Urban,Car theft,No,False
6117,2021-03-21,Urban,Speeding,No,False
6118,2021-03-21,Suburban,Theft,No,True
6119,2021-03-21,Urban,Murder,No,True
6120,2021-03-21,Suburban,Theft,No,True
6121,2021-03-21,Suburban,Murder,No,True
6122,2021-03-21,Urban,Murder,No,True
6123,2021-03-21,Urban,Theft,No,True
6124,2021-03-21,Urban,Speeding,No,False
6125,2021-03-21,Urban,Theft,No,True
6126,2021-03-21,Urban,Murder,No,True
6127,2021-03-21,Urban,Murder,No,True
6128,2021-03-21,Urban,Speeding,No,False
6129,2021-03-21,Rural,Murder,No,True
6130,2021-03-21,Urban,Theft,No,True
6131,2021-03-21,Suburban,Murder,No,True
6132,2021-03-21,Rural,Theft,No,True
6133,2021-03-21,Suburban,Speeding,No,False
6134,2021-03-21,Suburban,Theft,No,True
6135,2021-03-21,Suburban,Murder,No,True
6136,2021-03-21,Suburban,Speeding,No,False
6137,2021-03-21,Urban,Murder,No,True
6138,2021-03-21,Suburban,Speeding,No,False
6139,2021-03-21,Urban,Theft,No,True
6140,2021-03-21,Suburban,Speeding,No,False
6141,2021-03-21,Urban,Speeding,No,False
6142,2021-03-21,Suburban,Theft,No,True
6143,2021-03-21,Suburban,Murder,No,True
6144,2021-03-21,Urban,Murder,No,True
6145,2021-03-21,Suburban,Theft,No,True
6146,2021-03-21,Rural,Theft,No,True
6147,2021-03-21,Urban,Speeding,No,False
6148,2021-03-21,Suburban,Murder,No,True
6149,2021-03-21,Urban,Speeding,No,False
6150,2021-03-21,Urban,Murder,No,True
6151,2021-03-21,Suburban,Murder,No,True
6152,2021-03-21,Rural,Theft,No,True
6153,2021-03-21,Urban,Murder,No,True
6154,2021-03-21,Urban,Theft,No,True
6155,2021-03-21,Suburban,Murder,No,True
6156,2021-03-21,Urban,Speeding,No,False
6157,2021-03-21,Urban,Speeding,No,False
6158,2021-03-21,Urban,Theft,No,True
6159,2021-03-21,Suburban,Speeding,No,False
6160,2021-03-21,Urban,Murder,No,True
6161,2021-03-21,Suburban,Murder,No,True
6162,2021-03-21,Urban,Theft,No,True
6163,2021-03-21,Urban,Murder,No,True
6164,2021-03-21,Suburban,Murder,No,True
6165,2021-03-21,Urban,Jaywalking,No,False
6166,2021-03-21,Suburban,Murder,No,True
6167,2021-03-21,Rural,Speeding,No,False
6168,2021-03-21,Urban,Theft,No,True
6169,2021-03-21,Suburban,Speeding,No,False
6170,2021-03-21,Suburban,Theft,No,True
6171,2021-03-21,Urban,Theft,No,True
6172,2021-03-21,Rural,Theft,No,True
6173,2021-03-21,Suburban,Theft,No,True
6174,2021-03-21,Suburban,Speeding,No,False
6175,2021-03-21,Urban,Speeding,No,False
6176,2021-03-21,Urban,Speeding,No,False
6177,2021-03-21,Suburban,Theft,No,True
6178,2021-03-21,Urban,Murder,No,True
6179,2021-03-21,Urban,Murder,No,True
6180,2021-03-21,Urban,Speeding,No,False
6181,2021-03-21,Urban,Murder,No,True
6182,2021-03-21,Urban,Theft,No,True
6183,2021-03-21,Rural,Speeding,No,False
6184,2021-03-21,Rural,Theft,No,True
6185,2021-03-21,Suburban,Speeding,No,False
6186,2021-03-21,Urban,Theft,No,True
6187,2021-03-21,Urban,Murder,No,True
6188,2021-03-21,Rural,Speeding,No,False
6189,2021-03-21,Urban,Speeding,No,False
6190,2021-03-21,Urban,Speeding,No,False
6191,2021-03-21,Rural,Murder,No,True
6192,2021-03-21,Rural,Theft,No,True
6193,2021-03-21,Urban,Murder,No,True
6194,2021-03-21,Urban,Murder,No,True
6195,2021-03-21,Urban,Murder,No,True
6196,2021-03-21,Rural,Jaywalking,No,False
6197,2021-03-21,Urban,Speeding,No,False
6198,2021-03-21,Urban,Murder,No,True
6199,2021-03-21,Urban,Theft,No,True
6200,2021-03-21,Urban,Theft,No,True
6201,2021-03-21,Rural,Speeding,No,False
6202,2021-03-21,Suburban,Murder,No,True
6203,2021-03-21,Urban,Theft,No,True
6204,2021-03-21,Rural,Car theft,No,False
6205,2021-03-21,Urban,Murder,No,True
6206,2021-03-21,Suburban,Murder,No,True
6207,2021-03-21,Rural,Speeding,No,False
6208,2021-03-21,Suburban,Car theft,No,False
6209,2021-03-21,Urban,Speeding,No,False
6210,2021-03-21,Urban,Murder,No,True
6211,2021-03-21,Urban,Theft,No,True
6212,2021-03-21,Suburban,Murder,No,True
6213,2021-03-21,Rural,Murder,No,True
6214,2021-03-21,Rural,Speeding,No,False
6215,2021-03-21,Urban,Car theft,No,False
6216,2021-03-21,Urban,Car theft,No,False
6217,2021-03-21,Suburban,Theft,No,True
6218,2021-03-21,Urban,Theft,No,True
6219,2021-03-21,Urban,Fraud,No,False
6220,2021-03-21,Suburban,Theft,No,True
6221,2021-03-21,Urban,Murder,No,True
6222,2021-03-21,Urban,Theft,No,True
6223,2021-03-21,Rural,Murder,No,True
6224,2021-03-21,Urban,Speeding,No,False
6225,2021-03-21,Rural,Murder,No,True
6226,2021-03-21,Suburban,Murder,No,True
6227,2021-03-21,Urban,Murder,No,True
6228,2021-03-21,Urban,Theft,No,True
6229,2021-03-21,Urban,Murder,No,True
6230,2021-03-21,Rural,Theft,No,True
6231,2021-03-21,Urban,Theft,No,True
6232,2021-03-21,Suburban,Murder,No,True
6233,2021-03-21,Urban,Murder,No,True
6234,2021-03-21,Suburban,Speeding,No,False
6235,2021-03-21,Suburban,Speeding,No,False
6236,2021-03-21,Urban,Murder,No,True
6237,2021-03-21,Urban,Theft,No,True
6238,2021-03-21,Urban,Theft,No,False
6239,2021-03-21,Urban,Murder,No,True
6240,2021-03-21,Urban,Speeding,No,False
6241,2021-03-21,Urban,Murder,No,True
6242,2021-03-21,Urban,Speeding,No,False
6243,2021-03-21,Suburban,Murder,No,False
6244,2021-03-21,Rural,Speeding,No,False
6245,2021-03-21,Urban,Murder,No,True
6246,2021-03-21,Urban,Murder,No,True
6247,2021-03-21,Urban,Speeding,No,False
6248,2021-03-21,Urban,Theft,No,True
6249,2021-03-21,Urban,Murder,No,True
6250,2021-03-21,Urban,Murder,No,True
6251,2021-03-21,Urban,Murder,No,True
6252,2021-03-21,Urban,Murder,No,True
6253,2021-03-21,Rural,Theft,No,True
6254,2021-03-21,Rural,Murder,No,True
6255,2021-03-21,Urban,Speeding,No,False
6256,2021-03-21,Urban,Murder,No,True
6257,2021-03-21,Urban,Speeding,No,False
6258,2021-03-21,Suburban,Theft,No,True
6259,2021-03-21,Urban,Murder,No,True
6260,2021-03-21,Urban,Murder,No,True
6261,2021-03-21,Urban,Theft,No,True
6262,2021-03-21,Urban,Theft,No,True
6263,2021-03-21,Urban,Theft,No,True
6264,2021-03-21,Urban,Speeding,No,False
6265,2021-03-21,Rural,Speeding,No,False
6266,2021-03-21,Rural,Speeding,No,False
6267,2021-03-21,Rural,Speeding,No,False
6268,2021-03-21,Urban,Speeding,No,False
6269,2021-03-21,Rural,Speeding,No,False
6270,2021-03-21,Urban,Murder,No,True
6271,2021-03-21,Urban,Jaywalking,No,False
6272,2021-03-21,Urban,Murder,No,True
6273,2021-03-21,Urban,Theft,No,True
6274,2021-03-21,Urban,Speeding,No,False
6275,2021-03-21,Rural,Theft,No,True
6276,2021-03-21,Rural,Speeding,No,False
6277,2021-03-21,Suburban,Murder,No,True
6278,2021-03-21,Urban,Theft,No,True
6279,2021-03-21,Urban,Speeding,No,False
6280,2021-03-21,Suburban,Murder,No,True
6281,2021-03-21,Urban,Speeding,No,False
6282,2021-03-21,Urban,Murder,No,True
6283,2021-03-21,Urban,Speeding,No,False
6284,2021-03-21,Suburban,Car theft,No,False
6285,2021-03-21,Urban,Speeding,No,False
6286,2021-03-21,Urban,Speeding,No,False
6287,2021-03-21,Rural,Speeding,No,False
6288,2021-03-21,Urban,Speeding,No,False
6289,2021-03-21,Suburban,Murder,No,True
6290,2021-03-20,Suburban,Speeding,No,False
6291,2021-03-19,Suburban,Speeding,Yes,False
6292,2021-03-19,Rural,Theft,No,True
6293,2021-03-19,Urban,Theft,No,True
6294,2021-03-19,Urban,Fraud,No,False
6295,2021-03-19,Urban,Theft,No,False
6296,2021-03-19,Urban,Theft,No,True
6297,2021-03-17,Urban,Blackmail,No,False
6298,2021-03-17,Suburban,Theft,No,True
6299,2021-03-17,Urban,Speeding,No,False
6300,2021-03-17,Urban,Fraud,No,False
6301,2021-03-16,Urban,Theft,Yes,True
6302,2021-03-16,Suburban,Jaywalking,No,False
6303,2021-03-16,Suburban,Speeding,No,False
6304,2021-03-16,Urban,Theft,Yes,True
6305,2021-03-16,Urban,Blackmail,Yes,False
6306,2021-03-16,Urban,Theft,Yes,False
6307,2021-03-16,Rural,Theft,No,True
6308,2021-03-16,Urban,Theft,No,False
6309,2021-03-15,Urban,Jaywalking,No,False
6310,2021-03-15,Suburban,Theft,No,True
6311,2021-03-15,Suburban,Jaywalking,No,False
6312,2021-03-15,Suburban,Fraud,No,False
6313,2021-03-15,Urban,Theft,No,False
6314,2021-03-15,Urban,Fraud,No,False
6315,2021-03-15,Urban,Theft,No,True
6316,2021-03-15,Rural,Theft,No,False
6317,2021-03-15,Urban,Jaywalking,Yes,False
6318,2021-03-14,Rural,Theft,No,True
6319,2021-03-14,Urban,Speeding,No,False
6320,2021-03-14,Urban,Fraud,No,False
6321,2021-03-14,Urban,Jaywalking,No,False
6322,2021-03-13,Urban,Theft,No,False
6323,2021-03-13,Suburban,Theft,No,True
6324,2021-03-13,Urban,Jaywalking,No,False
6325,2021-03-13,Suburban,Blackmail,No,False
6326,2021-03-13,Suburban,Theft,No,True
6327,2021-03-13,Rural,Theft,No,True
6328,2021-03-13,Suburban,Jaywalking,No,False
6329,2021-03-13,Urban,Theft,No,False
6330,2021-03-13,Suburban,Theft,No,False
6331,2021-03-12,Suburban,Blackmail,Yes,False
6332,2021-03-12,Urban,Theft,No,False
6333,2021-03-12,Urban,Theft,No,False
6334,2021-03-12,Suburban,Fraud,No,False
6335,2021-03-11,Rural,Fraud,No,False
6336,2021-03-11,Rural,Theft,No,False
6337,2021-03-11,Urban,Theft,No,True
6338,2021-03-11,Urban,Fraud,No,False
6339,2021-03-09,Suburban,Speeding,Yes,False
6340,2021-03-09,Urban,Speeding,No,False
6341,2021-03-09,Urban,Blackmail,Yes,False
6342,2021-03-09,Urban,Speeding,No,False
6343,2021-03-09,Urban,Jaywalking,No,False
6344,2021-03-09,Urban,Theft,No,True
6345,2021-03-09,Urban,Fraud,No,False
6346,2021-03-09,Suburban,Speeding,No,False
6347,2021-03-09,Urban,Speeding,No,False
6348,2021-03-08,Urban,Murder,No,True
6349,2021-03-08,Rural,Jaywalking,No,False
6350,2021-03-08,Suburban,Speeding,Yes,False
6351,2021-03-08,Rural,Speeding,Yes,False
6352,2021-03-08,Urban,Fraud,No,False
6353,2021-03-08,Rural,Speeding,No,False
6354,2021-03-07,Urban,Fraud,No,False
6355,2021-03-07,Urban,Speeding,No,False
6356,2021-03-07,Suburban,Theft,No,False
6357,2021-03-07,Rural,Speeding,No,False
6358,2021-03-07,Suburban,Theft,No,True
6359,2021-03-07,Urban,Theft,No,True
6360,2021-03-07,Urban,Fraud,Yes,False
6361,2021-03-07,Urban,Fraud,No,False
6362,2021-03-07,Suburban,Jaywalking,No,False
6363,2021-03-07,Suburban,Theft,No,True
6364,2021-03-06,Urban,Theft,No,False
6365,2021-03-06,Urban,Speeding,No,False
6366,2021-03-06,Suburban,Speeding,No,False
6367,2021-03-06,Suburban,Theft,Yes,False
6368,2021-03-06,Urban,Blackmail,No,False
6369,2021-03-05,Urban,Blackmail,No,False
6370,2021-03-05,Rural,Theft,No,False
6371,2021-03-05,Suburban,Blackmail,No,False
6372,2021-03-05,Suburban,Speeding,No,False
6373,2021-03-05,Urban,Theft,No,True
6374,2021-03-05,Suburban,Theft,No,True
6375,2021-03-04,Urban,Speeding,No,False
6376,2021-03-04,Urban,Theft,No,False
6377,2021-03-03,Urban,Jaywalking,No,False
6378,2021-03-03,Urban,Fraud,Yes,False
6379,2021-03-03,Urban,Blackmail,Yes,False
6380,2021-03-03,Urban,Jaywalking,No,False
6381,2021-03-03,Urban,Theft,No,True
6382,2021-03-03,Urban,Speeding,Yes,False
6383,2021-03-03,Rural,Theft,No,False
6384,2021-03-03,Urban,Jaywalking,No,False
6385,2021-03-03,Urban,Jaywalking,No,False
6386,2021-03-02,Suburban,Theft,No,True
6387,2021-03-02,Rural,Theft,No,False
6388,2021-03-02,Rural,Theft,No,False
6389,2021-03-02,Rural,Speeding,No,False
6390,2021-03-02,Urban,Blackmail,No,False
6391,2021-03-02,Suburban,Theft,No,True
6392,2021-03-02,Urban,Jaywalking,No,False
6393,2021-03-02,Rural,Theft,No,True
6394,2021-03-02,Urban,Theft,Yes,False
6395,2021-03-02,Rural,Theft,No,False
6396,2021-03-01,Urban,Jaywalking,No,False
6397,2021-03-01,Suburban,Blackmail,No,False
6398,2021-03-01,Rural,Speeding,No,False
6399,2021-03-01,Rural,Speeding,No,False
6400,2021-03-01,Urban,Car theft,Yes,False
6401,2021-03-01,Suburban,Theft,No,True
6402,2021-03-01,Urban,Theft,No,True
6403,2021-03-01,Urban,Speeding,No,False
6404,2021-03-01,Suburban,Fraud,No,False
6405,2021-02-28,Rural,Speeding,No,False
6406,2021-02-28,Urban,Murder,No,True
6407,2021-02-28,Urban,Fraud,No,False
6408,2021-02-28,Urban,Speeding,No,False
6409,2021-02-28,Suburban,Fraud,No,False
6410,2021-02-28,Suburban,Theft,No,True
6411,2021-02-28,Urban,Theft,No,True
6412,2021-02-28,Urban,Speeding,No,False
6413,2021-02-27,Urban,Jaywalking,No,False
6414,2021-02-26,Urban,Theft,No,False
6415,2021-02-26,Urban,Theft,No,False
6416,2021-02-26,Urban,Theft,Yes,True
